,Title,Year,Authors,Journal,Journal Acronym,Rank
55,A Design Process for Lovotics.,2010,"Hooman Aghaebrahimi Samani, Adrian David Cheok, Mili John Tharakan, Jeffrey Tzu Kwan Valino Koh, Owen Noel Newton Fernando",HRPR 2010: 118-125,HRPR,Unranked
56,Origami recognition system using natural feature tracking.,2010,"Kening Zhu, Owen Noel Newton Fernando, Adrian David Cheok, Mark Fiala, Theam Wei Yang",ISMAR 2010: 289-290,ISMAR,A*
57,Origami recognition system using natural feature tracking.,2010,"Kening Zhu, Owen Noel Newton Fernando, Theam Wei Yang, Adrian David Cheok, Mark Fiala",ISMAR 2010: 307,ISMAR,A*
58,Multipresence-Enabled Mobile Spatial Audio Interfaces.,2010,"Owen Noel Newton Fernando, Michael Cohen, Adrian David Cheok",ICEC 2010: 434-436,IWEC,Unranked
59,Mixed Reality Entertainment and Art.,2009,"Adrian David Cheok, Michael Haller, Owen Noel Newton Fernando, Imiyage Janaka Prasad Wijesena",Int. J. Virtual Real. 8: 83-90 ,IJVR,Unranked
60,Duplex narrowcasting operations for multipresent groupware avatars on mobile devices.,2009,"Michael Cohen, Owen Noel Newton Fernando, Uresh Chanaka Duminduwardena, Makoto Kawaguchi",Int. J. Wirel. Mob. Comput. 3: 280-287 ,IJWMC,Unranked
61,Poetry mix-up: a poetry generating system for cultural communication.,2009,"Owen Noel Newton Fernando, Adrian David Cheok, Nimesha Ranasinghe, Kening Zhu, Chamari Priyange Edirisinghe, Yan Yan Cao",Advances in Computer Entertainment Technology 2009: 396-399,ACMACE,Unranked
62,Petimo: enhanced tangible social networking companion for children.,2009,"Adrian David Cheok, Owen Noel Newton Fernando, Charith Lasantha Fernando",Advances in Computer Entertainment Technology 2009: 411-412,ACMACE,Unranked
63,Poetry mix-up: the 10th muse.,2009,"Kening Zhu, Nimesha Ranasinghe, Chamari Priyange Edirisinghe, Adrian David Cheok, Owen Noel Newton Fernando, Yan Yan Cao",Advances in Computer Entertainment Technology 2009: 461,ACMACE,Unranked
64,Petimo: safe social networking robot for children.,2009,"Adrian David Cheok, Owen Noel Newton Fernando, Charith Lasantha Fernando",IDC 2009: 274-275,ACMIDC,Unranked
65,Huggy pajama: a parent and child hugging communication system.,2009,"James Keng Soon Teh, Adrian David Cheok, Yongsoon Choi, Charith Lasantha Fernando, Roshan Lalintha Peiris, Owen Noel Newton Fernando",IDC 2009: 290-291,ACMIDC,Unranked
66,AmbiKraf: an embedded non-emissive and fast changing wearable display.,2009,"Roshan Lalintha Peiris, Adrian David Cheok, James Keng Soon Teh, Owen Noel Newton Fernando, Wen Yingqian, Andre Lim, Pan Yi, Doros Polydorou, Kian-Peng Ong, Mili John Tharakan",SIGGRAPH Emerging Technologies 2009: 1:1,SIGGRAPH,A*
67,Petimo: children's companion for safe social networking.,2009,"Adrian David Cheok, Dilrukshi Abeyrathne, Chamari Priyange Edirisinghe, Owen Noel Newton Fernando, Isuru Sawubhagya Godage, Kris Hoogendoorn, Junsong Hou, Kasun Karunanayaka, Michelle Narangoda, Roshan Lalintha Peiris, Nimesha Ranasinghe, James Keng Soon Teh, Wei Wang Thang, Kening Zhu, Makoto Danjo, Miyuru Dayarathna, Charith Lasantha Fernando, Nancy Lan-Lan Ma, Yukihiro Morisawa, Anusha Indrajith Withana",SIGGRAPH ASIA Art Gallery & Emerging Technologies 2009: 80,SIGGRAPH,A*
68,"Awareware: Narrowcasting Attributes for Selective Attention, Privacy, and Multipresence.",2009,"Michael Cohen, Owen Noel Newton Fernando",Awareness Systems 2009: 259-289,HCI,National
69,BlogWall: Social and Cultural Interaction for Children.,2008,"Adrian David Cheok, Owen Noel Newton Fernando, Imiyage Janaka Prasad Wijesena, Abd-ur-Rehman Mustafa, Ramkumar Shankar, Anne-Katrin Barthoff, Naoko Tosa, Yongsoon Choi, Mayank Agarwal",Adv. Hum. Comput. Interact. 2008: 341615:1-341615:8 ,AHCI,Unranked
70,Interactive Play and Learning for Children.,2008,"Adrian David Cheok, Hiroshi Ishii, Junichi Osada, Owen Noel Newton Fernando, Tim Robert Merritt",Adv. Hum. Comput. Interact. 2008: 954013:1-954013:3 ,AHCI,Unranked
71,Empathetic living media.,2008,"Adrian David Cheok, Roger Thomas Kok Chuen Tan, Owen Noel Newton Fernando, Tim Robert Merritt, Janyn Yen Ping Sen",Conference on Designing Interactive Systems 2008: 465-473,ACMDIS,Unranked
72,A Multiuser Multiperspective Stereographic QTVR Browser Complemented by Java3D Visualizer and Emulator.,2007,"Michael Cohen, Noor Alamshah Bolhassan, Owen Noel Newton Fernando",Presence Teleoperators Virtual Environ. 16: 414-438 ,PRESENCE,Unranked
73,Explorations on interactive interfaces using cuteness.,2007,"Adrian David Cheok, Masahiko Inami, Owen Noel Newton Fernando, Masa Inakage, Tim Robert Merritt",DIMEA 2007: 3,DIMEA,Unranked
74,BlogWall: personal and poetic expressions.,2007,"Owen Noel Newton Fernando, Imiyage Janaka Prasad Wijesena, Adrian David Cheok, Wei Liu, Naoko Tosa",DIMEA 2007: 186,DIMEA,Unranked
75,Media Me: Body and Personal Media Interaction.,2007,"Owen Noel Newton Fernando, Imiyage Janaka Prasad Wijesena, Adrian David Cheok, Ajith P. Madurapperuma, Lochandaka Ranathunga, Mei Gangwen, Miyuru Dayarathna, Srinivasan Mariappan, Lee Rui Jie Jerome",ICEC 2007: 407-410,IWEC,Unranked
76,BlogWall: a new paradigm of artistic public mobile communication.,2007,"Adrian David Cheok, Owen Noel Newton Fernando, Imiyage Janaka Prasad Wijesena, Abd-ur-Rehman Mustafa, Anne-Katrin Barthoff, Naoko Tosa",Mobile HCI 2007: 333-334,MHCI,Unranked
77,Mobile spatial audio interfaces.,2007,"Owen Noel Newton Fernando, Michael Cohen, Adrian David Cheok",Mobile HCI 2007: 345-347,MHCI,Unranked
78,BlogWall: displaying artistic and poetic messages on public displays via SMS.,2007,"Adrian David Cheok, Abd-ur-Rehman Mustafa, Owen Noel Newton Fernando, Anne-Katrin Barthoff, Imiyage Janaka Prasad Wijesena, Naoko Tosa",Mobile HCI 2007: 483-486,MHCI,Unranked
79,Audio Narrowcasting and Privacy for Multipresent Avatars on Workstations and Mobile Phones.,2006,"Owen Noel Newton Fernando, Kazuya Adachi, Uresh Chanaka Duminduwardena, Makoto Kawaguchi, Michael Cohen",IEICE Trans. Inf. Syst. 89-D: 73-87 ,IEICET,Unranked
80,Narrowcasting Attributes for Presence Awareness in Collaborative Virtual Environments.,2006,"Owen Noel Newton Fernando, Michael Cohen",CIT 2006: 129,IEEECIT,Unranked
81,"""Back-Seat Driver"": Spatial Sound for Vehicular Way-Finding and Situation Awareness.",2006,"Michael Cohen, Owen Noel Newton Fernando, Tatsuya Nagai, Kensuke Shimizu",FCST 2006: 109-115,FCST,Unranked
82,"""Personal Practically Panoramic"" Multimodal Interfaces.",2006,"Kayoko Kanno, Owen Noel Newton Fernando, Alam Bolhassan, Sho Narita, Michael Cohen",VR 2006: 322,VR,A*
83,Phantom Sources for Separation of Listening and Viewing Positions of Multipresent Avatars in Narrowcasting Collaborative Virtual Environments.,2004,"Owen Noel Newton Fernando, Kazuya Adachi, Michael Cohen",ICDCS Workshops 2004: 170-175,ICDCSW,Unranked
84,Audio Narrowcasting for Multipresent Avatars on Workstations and Mobile Phones.,2003,"Michael Cohen, Owen Noel Newton Fernando, Uresh Chanaka Duminduwardena, Makoto Kawaguchi, Kazuya Adachi",ICAT 2003,ICAT,Unranked
