,Title,Year,Authors,Journal,Journal Acronym,Rank
109,Service discovery and measurement based on DAML-QoS ontology.,2005,"Chen Zhou, Liang-Tien Chia, Bu-Sung Lee",WWW  2005: 1070-1071,WWW,A*
110,QoS-Aware and Federated Enhancement for UDDI.,2004,"Chen Zhou, Liang-Tien Chia, Bu-Sung Lee",Int. J. Web Serv. Res. 1: 58-85 ,JWSR,Unranked
111,Ontology for Nature-Scene Image Retrieval.,2004,"Song Liu, Liang-Tien Chia, Syin Chan",CoopIS/DOA/ODBASE  2004: 1050-1061,COOPIS,Unranked
112,Mining Maximal Frequently Changing Subtree Patterns from XML Documents.,2004,"Ling Chen, Sourav S. Bhowmick, Liang-Tien Chia",DaWaK 2004: 68-76,DAWAK,Unranked
113,Coefficient thresholding and optimized selection of the lagrangian multiplier for non-reference frames in H.264 video coding.,2004,"Pontus Carlsson, F. Pan, Liang-Tien Chia",ICIP 2004: 773-776,ICIP,B
114,Optimum bit allocation for fgs video coding.,2004,"Jun Xie, Liang-Tien Chia, Bu-Sung Lee",ICIP 2004: 2295-2298,ICIP,B
115,MPEG-21 digital item adaptation by applying perceived motion energy to H.264 video.,2004,"Zhao Gang, Liang-Tien Chia, Yang Zongkai",ICIP 2004: 2777-2780,ICIP,B
116,DAML-QoS Ontology for Web Services.,2004,"Chen Zhou, Liang-Tien Chia, Bu-Sung Lee",ICWS 2004: 472-479,ICWS,A
117,Motion Histogram: A New Motion Feature to Index Motion Content in Video Segment.,2004,"Haoran Yi, Deepu Rajan, Liang-Tien Chia",IKE 2004: 62-67,IKE,National
118,Automatic extraction of motion trajectories in compressed sports videos.,2004,"Haoran Yi, Deepu Rajan, Liang-Tien Chia",ACM Multimedia 2004: 312-315,MM,Unranked
119,Region-of-interest based image resolution adaptation for MPEG-21 digital item.,2004,"Yiqun Hu, Liang-Tien Chia, Deepu Rajan",ACM Multimedia 2004: 340-343,MM,Unranked
120,Audio keyword generation for sports video analysis.,2004,"Min Xu, Ling-Yu Duan, Liang-Tien Chia, Changsheng Xu",ACM Multimedia 2004: 758-759,MM,Unranked
121,A motion based scene tree for browsing and retrieval of compressed videos.,2004,"Haoran Yi, Deepu Rajan, Liang-Tien Chia",MMDB 2004: 10-18,MMDB,Unranked
122,"Looking at mapping, indexing & querying of MPEG-7 descriptors in RDBMS with SM3.",2004,"Yang Chu, Liang-Tien Chia, Sourav S. Bhowmick",MMDB 2004: 55-64,MMDB,Unranked
123,VRules: an effective association-based classifier for videos.,2004,"Ling Chen, Sourav S. Bhowmick, Liang-Tien Chia",MMDB 2004: 85-93,MMDB,Unranked
124,Mining Association Rules from Structural Deltas of Historical XML Documents.,2004,"Ling Chen, Sourav S. Bhowmick, Liang-Tien Chia",PAKDD 2004: 452-457,PAKDD,B
125,Semantic Analysis of Basketball Video Using Motion Information.,2004,"Song Liu, Haoran Yi, Liang-Tien Chia, Deepu Rajan, Syin Chan",PCM  2004: 65-72,PCM,Unranked
126,Region-Based Image Retrieval with Scale and Orientation Invariant Features.,2004,"Surong Wang, Liang-Tien Chia, Deepu Rajan",PCM  2004: 182-189,PCM,Unranked
127,JPEG2000 Image Adaptation for MPEG-21 Digital Items.,2004,"Yiqun Hu, Liang-Tien Chia, Deepu Rajan",PCM  2004: 470-477,PCM,Unranked
128,HMM-Based Audio Keyword Generation.,2004,"Min Xu, Ling-Yu Duan, Jianfei Cai, Liang-Tien Chia, Changsheng Xu, Qi Tian",PCM  2004: 566-574,PCM,Unranked
129,Semantic Video Indexing and Summarization Using Subtitles.,2004,"Haoran Yi, Deepu Rajan, Liang-Tien Chia",PCM  2004: 634-641,PCM,Unranked
130,Salient Region Detection Using Weighted Feature Maps Based on the Human Visual Attention Model.,2004,"Yiqun Hu, Xing Xie, Wei-Ying Ma, Liang-Tien Chia, Deepu Rajan",PCM  2004: 993-1000,PCM,Unranked
131,Image Retrieval Using Dominant Color Descriptor.,2003,"Surong Wang, Liang-Tien Chia, Deepu Rajan",CISST 2003: 107-110,CISST,Unranked
132,Efficient image retrieval using MPEG-7 descriptors.,2003,"Surong Wang, Liang-Tien Chia, Deepu Rajan",ICIP  2003: 509-512,ICIP,B
133,A unified approach to detection of shot boundaries and subshots in compressed video.,2003,"Haoran Yi, Deepu Rajan, Liang-Tien Chia",ICIP  2003: 1005-1008,ICIP,B
134,UX- An Architecture Providing QoS-Aware and Federated Support for UDDI.,2003,"Chen Zhou, Liang-Tien Chia, Bilhanan Silverajan, Bu-Sung Lee",ICWS 2003: 171-176,ICWS,A
135,Automatic generation of MPEG-7 compliant XML document for motion trajectory descriptor in sports video.,2003,"Haoran Yi, Deepu Rajan, Liang-Tien Chia",MMDB 2003: 10-17,MMDB,Unranked
136,The transmission of MPEG-2 VBR video under usage parameter control.,2001,"Wenjing Lou, Liang-Tien Chia, Bu-Sung Lee, Bin Wang",Int. J. Commun. Syst. 14: 125-146 ,IJCOMSYS,Unranked
137,An ATM-Enhanced Meeting System.,1997,"Tony K. Y. Chan, Bu-Sung Lee, Liang-Tien Chia, Lai Lai Tung, Chai Kiat Yeo",PDPTA 1997: 574-578,PDPTA,National
